ortholog	gene	phenotype	taxon
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	male meiosis I phenotype	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	oocyte maturation phenotype	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	double-strand break repair phenotype	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	impaired ovarian folliculogenesis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal seminiferous tubule morphology	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal female meiosis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	arrest of male meiosis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal chiasmata formation	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal chromosome pairing during meiosis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal synaptonemal complex	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Infertility	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Decreased testicular size	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	increased fasted circulating glucose level	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	shortened RR interval	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	shortened ST segment	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal behavioral response to light	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Tachycardia	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	decreased heart rate variability	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	cardiovascular system phenotype	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	decreased mean corpuscular hemoglobin concentration	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Increased blood urea nitrogen (BUN)	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Erythrocyte macrocytosis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Leukocytosis	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	short tail	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	kinked tail	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	abnormal double-strand DNA break repair	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	decreased body size	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	postnatal lethality, incomplete penetrance	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	asthenozoospermia	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	absent ovarian follicles	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	decreased oocyte number	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Abnormality of DNA repair	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Female hypogonadism	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Hypogonadism	Mus musculus
Trip13	['TRIP13', 'thyroid hormone receptor interactor 13']	Abnormality of the ovary	Mus musculus
ice1	ICE1	abnormal(ly) quality pharyngeal arch 3-7 skeleton	Danio rerio
ice1	ICE1	abnormal(ly) decreased size eye	Danio rerio
ice1	ICE1	abnormal(ly) quality heart	Danio rerio
ice1	ICE1	abnormal(ly) quality liver	Danio rerio
ice1	ICE1	abnormal(ly) quality gut	Danio rerio
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	abnormal internal carotid artery morphology	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	small pharyngeal arch	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	abnormal vascular endothelial cell migration	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	abnormal brain vasculature morphology	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Micrognathia	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Abnormality of the vestibulocochlear nerve	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Microcephaly	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Abnormality of the seventh cranial nerve	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Abnormality of the vasculature	Mus musculus
Otulin	['OTULIN', 'OTU deubiquitinase with linear linkage specificity']	Abnormality of blood and blood-forming tissues	Mus musculus
Cdh6	['CDH6', 'cadherin 6, type 2, K-cadherin (fetal kidney)']	abnormal kidney development	Mus musculus
Cdh6	['CDH6', 'cadherin 6, type 2, K-cadherin (fetal kidney)']	nephron necrosis	Mus musculus
Cdh6	['CDH6', 'cadherin 6, type 2, K-cadherin (fetal kidney)']	Decreased numbers of nephrons	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	in utero embryonic development phenotype	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	cell morphogenesis involved in differentiation phenotype	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	excretion phenotype	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal gastrulation	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	embryonic lethality, complete penetrance	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	absent inner cell mass proliferation	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal egg cylinder morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	embryonic lethality between implantation and placentation, complete penetrance	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal primitive endoderm morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	disorganized extraembryonic tissue	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	Hyperbetalipoproteinemia	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	Hypercholesterolemia	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal proximal convoluted tubule morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	Proteinuria	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal inner cell mass apoptosis	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	decreased embryo size	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal visceral endoderm morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	small proamniotic cavity	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal visceral yolk sac cavity morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal extraembryonic tissue morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	absent anterior visceral endoderm	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	absent allantois	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	abnormal embryonic epiblast morphology	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	absent amnion	Mus musculus
Dab2	['DAB2', 'Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)']	absent chorion	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal placental labyrinth vasculature morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased embryo size	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal placenta labyrinth morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	regulation of inflammatory response phenotype	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	regulation of gene expression phenotype	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased embryo size	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal placenta labyrinth morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal placental labyrinth vasculature morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased cell proliferation	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	lethality throughout fetal growth and development, incomplete penetrance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal prostate gland epithelium morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased tumor incidence	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal prostate gland duct morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal pancreatic beta cell morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased pancreatic beta cell mass	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Failure to thrive	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hypoinsulinemia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hypoglycemia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Abnormal glucose homeostasis	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased pancreatic beta cell proliferation	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased insulin secretion	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal pancreatic beta cell physiology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Glucose intolerance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hyperglycemia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Increased body weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	premature death	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal postnatal growth/weight/body size	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Abnormality of adipose tissue	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Abnormality of muscle morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Abnormality of muscle physiology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	extended life span	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Benign prostatic hyperplasia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	thick placenta labyrinth	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	embryonic growth retardation	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal placenta morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased bone mineral content	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased body length	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased heart weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased liver weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased kidney weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased lean body mass	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased circulating insulin-like growth factor I level	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased adiponectin level	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased spleen weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	improved glucose tolerance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased susceptibility to weight gain	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased pancreas weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased epididymal fat pad weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Insulin resistance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Pancreatic islet-cell hyperplasia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hypercholesterolemia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hyperinsulinemia	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hepatic steatosis	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	lethality throughout fetal growth and development, complete penetrance	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Small placenta	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Hydrops fetalis	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	abnormal double-negative T cell morphology	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased thymus weight	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	increased double-negative T cell number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased double-positive T cell number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased T cell proliferation	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased single-positive T cell number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased DN2 thymocyte number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased DN1 thymic pro-T cell number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased DN4 thymocyte number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	decreased DN3 thymocyte number	Mus musculus
Rictor	['RICTOR', 'RPTOR independent companion of MTOR, complex 2']	Abnormality of the thymus	Mus musculus
hmgcs1	['HMGCS1', '3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)']	abnormal(ly) process quality oligodendrocyte development	Danio rerio
hmgcs1	['HMGCS1', '3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)']	abnormal(ly) dorsal to spinal cord oligodendrocyte towards dorsal longitudinal fasciculus	Danio rerio
hmgcs1	['HMGCS1', '3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)']	abnormal(ly) far from spinal cord oligodendrocyte towards dorsal longitudinal fasciculus	Danio rerio
hmgcs1	['HMGCS1', '3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)']	abnormal(ly) has fewer parts of type spinal cord towards spinal cord oligodendrocyte	Danio rerio
