Trait	Match	Match Label	Second Match	Second Label	Third Match	Third Label
OLIVER-MCFARLANE SYNDROME	OMIM:275400	Oliver-Mcfarlane Syndrome	MESH:C536554	Oliver-Mcfarlane Syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
OGUCHI DISEASE 2	OMIM:613411	Oguchi Disease 2	OMIM:258100	Oguchi Disease 1	MESH:C537743	Oguchi disease
OGDEN SYNDROME	OMIM:300855	Ogden syndrome	DOID:0050781	Ogden syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
NOONAN SYNDROME-LIKE DISORDER WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA	OMIM:613563	Noonan Syndrome-Like Disorder With or Without Juvenile Myelomonocytic Leukemia	Orphanet:363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	OMIM:607721	Noonan syndrome-like disorder with loose anagen hair
NOONAN SYNDROME 7	OMIM:613706	Noonan Syndrome 7	OMIM:605275	Noonan Syndrome 2	OMIM:163950	Noonan Syndrome 1
NOONAN SYNDROME 5	OMIM:611553	Noonan Syndrome 5	MESH:C548083	Noonan Syndrome 5	OMIM:605275	Noonan Syndrome 2
NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F	OMIM:615058	Night Blindness, Congenital Stationary, Type 1F	OMIM:310500	Night Blindness, Congenital Stationary, Type 1A	OMIM:300071	Night Blindness, Congenital Stationary, Type 2A
NICOTINE DEPENDENCE, SUSCEPTIBILITY TO	OMIM:188890	nicotine dependence	DOID:0050742	nicotine dependence	OMIM:610064	Opioid Dependence, Susceptibility To, 1
Nicolaides-Baraitser syndrome	OMIM:601358	Nicolaides-Baraitser Syndrome	MESH:C536116	Nicolaides-Baraitser Syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
NEVUS, EPIDERMAL, SOMATIC	ZP:0004921	abnormal(ly) decreased amount epidermis somatic stem cell	OMIM:162900	Nevus, Epidermal	Orphanet:137608	Segmental outgrowth - lipomatosis - arteriovenous malformation - epidermal nevus
NEUROPATHY, HEREDITARY SENSORY, TYPE IE	MESH:C580162	Hereditary Sensory and Autonomic Neuropathy Type Ie	OMIM:201300	Neuropathy, Hereditary Sensory and Autonomic, Type 2A	OMIM:162400	Neuropathy, Hereditary Sensory and Autonomic, Type 1A
NEUROPATHY, CONGENITAL HYPOMYELINATING, AUTOSOMAL DOMINANT	OMIM:609629	Visceral Neuropathy, Familial, Autosomal Dominant	OMIM:609129	Auditory Neuropathy, Autosomal Dominant, 1	OMIM:165199	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant
NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V	OMIM:600794	Neuronopathy, Distal Hereditary Motor, Type 5A	OMIM:608634	Neuronopathy, Distal Hereditary Motor, Type 2B	OMIM:158590	Neuronopathy, Distal Hereditary Motor, Type 2A
NEUROFIBROMATOSIS-NOONAN SYNDROME	OMIM:601321	Neurofibromatosis-Noonan syndrome	MESH:C537393	Neurofibromatosis-Noonan syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
NEUROBLASTOMA, SUSCEPTIBILITY TO, 3	OMIM:613014	Neuroblastoma, Susceptibility To, 3	OMIM:613013	Neuroblastoma, Susceptibility To, 2	OMIM:256700	Neuroblastoma, Susceptibility to
NEUROBLASTOMA, SUSCEPTIBILITY TO, 1	OMIM:613013	Neuroblastoma, Susceptibility To, 2	OMIM:256700	Neuroblastoma, Susceptibility to	OMIM:613014	Neuroblastoma, Susceptibility To, 3
NEU-LAXOVA SYNDROME 1	OMIM:256520	Neu-Laxova syndrome 1	DOID:0080076	Neu-Laxova syndrome 1	OMIM:616038	Neu-Laxova syndrome 2
NEPHROTIC SYNDROME, TYPE 4	OMIM:256370	Nephrotic Syndrome, Type 4	OMIM:600995	Nephrotic Syndrome, Type 2	OMIM:615008	Nephrotic Syndrome, Type 7
NEPHRONOPHTHISIS 3	OMIM:604387	Nephronophthisis 3	MESH:C565780	Nephronophthisis 3	OMIM:606966	Nephronophthisis 4
NEPHRONOPHTHISIS 13	OMIM:614377	Nephronophthisis 13	ZP:0010344	abnormal(ly) fused with somite 13 dorso-medial margin towards somite 13 dorso-medial margin	Orphanet:319514	Combined oxidative phosphorylation defect type 13
NEPHRONOPHTHISIS 11	OMIM:613550	Nephronophthisis 11	ZP:0010333	abnormal(ly) fused with somite 11 dorso-medial margin towards somite 11 dorso-medial margin	OMIM:612933	Glycogen Storage Disease 11
Nemaline Myopathy	OMIM:605355	Nemaline Myopathy 5	OMIM:161800	Nemaline Myopathy 3	DOID:3191	nemaline myopathy
NANOPHTHALMOS 2	OMIM:609549	Nanophthalmos 2	MESH:C563700	Nanophthalmos 2	OMIM:600165	Nanophthalmos 1
NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3	OMIM:151600	Nail Disorder, Nonsyndromic Congenital, 3	MESH:C535889	Nail Disorder, Nonsyndromic Congenital, 3	OMIM:161050	Nail Disorder, Nonsyndromic Congenital, 1
MYOPATHY, X-LINKED, WITH POSTURAL MUSCLE ATROPHY	OMIM:300696	Myopathy, X-Linked, With Postural Muscle Atrophy	Orphanet:178461	X-linked myopathy with postural muscle atrophy	MESH:C567480	Myopathy, X-Linked, With Postural Muscle Atrophy
MYOPATHY, REDUCING BODY, X-LINKED, LATE CHILDHOOD-ONSET	OMIM:300718	Myopathy, Reducing Body, X-Linked, Childhood-Onset	MESH:C567468	Myopathy, Reducing Body, X-Linked, Childhood-Onset	OMIM:300717	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe
MYOPATHY, MYOFIBRILLAR, 3	OMIM:609200	Myopathy, Myofibrillar, 3	MESH:C563775	Myopathy, Myofibrillar, 3	OMIM:601419	Myopathy, Myofibrillar, 1
MYOPATHY, MYOFIBRILLAR, 2	OMIM:608810	Myopathy, Myofibrillar, 2	MESH:C563848	Myopathy, Myofibrillar, 2	OMIM:601419	Myopathy, Myofibrillar, 1
Myopathy, myofibrillar, 1	OMIM:601419	Myopathy, Myofibrillar, 1	MESH:C563319	Myopathy, Myofibrillar, 1	OMIM:608810	Myopathy, Myofibrillar, 2
MYOPATHY, DISTAL, TATEYAMA TYPE	OMIM:614321	Myopathy, Distal, Tateyama Type	OMIM:604454	Distal myopathy, Welander type	Orphanet:98912	Late-onset distal myopathy, Markesbery-Griggs type
MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES	Orphanet:98904	Congenital myopathy with excess of thin filaments	MESH:C579880	Congenital myopathy with excess of thin filaments	WBPhenotype:0000715	muscle excess
MYOPATHY, CENTRONUCLEAR, AUTOSOMAL RECESSIVE	Orphanet:169186	Autosomal recessive centronuclear myopathy	Orphanet:169189	Autosomal dominant centronuclear myopathy	OMIM:600737	Inclusion Body Myopathy 2, Autosomal Recessive
MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL	OMIM:616324	Myasthenic Syndrome, Congenital, 4B, Fast-Channel	OMIM:608930	Myasthenic Syndrome, Congenital, 1B, Fast-Channel	OMIM:616322	Myasthenic Syndrome, Congenital, 3B, Fast-Channel
MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 5	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	MESH:C564691	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	OMIM:613152	Muscular Dystrophy-Dystroglycanopathy (Congenital Without Mental Retardation), Type B, 4
MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 6	OMIM:608840	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6	MESH:C563844	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5
MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 5	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	MESH:C564691	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	OMIM:608840	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6
MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6	OMIM:613154	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 6	OMIM:253800	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 4	OMIM:614830	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 8
Muscle AMP deaminase deficiency	OMIM:612874	Erythrocyte Amp Deaminase Deficiency	MESH:C567878	Erythrocyte Amp Deaminase Deficiency	OMIM:615511	Myopathy Due to Myoadenylate Deaminase Deficiency
MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO	OMIM:146500	Multiple System Atrophy 1, Susceptibility to	MESH:D007024	Multiple System Atrophy 1, Susceptibility to	DOID:4752	multiple system atrophy
MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO	OMIM:132800	Multiple Self-Healing Squamous Epithelioma, Susceptibility to	OMIM:126200	Multiple Sclerosis, Susceptibility to	OMIM:146500	Multiple System Atrophy 1, Susceptibility to
MUIR-TORRE SYNDROME	OMIM:158320	Muir-Torre syndrome	DOID:0050465	Muir-Torre syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
MUCKLE-WELLS SYNDROME	OMIM:191900	Muckle-Wells syndrome	DOID:0050854	Muckle-Wells syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA)	OMIM:612073	Mitochondrial Dna Depletion Syndrome 5 (Encephalomyopathic With or Without Methylmalonic Aciduria)	OMIM:245400	Mitochondrial Dna Depletion Syndrome 9 (Encephalomyopathic Type With Methylmalonic Aciduria)	MESH:C567624	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive
Mirror movements 2	OMIM:614508	Mirror Movements 2	OMIM:157600	Mirror Movements 1	OMIM:616059	Mirror Movements 3
MICROPHTHALMIA, SYNDROMIC 12	OMIM:615524	Microphthalmia, Syndromic 12	OMIM:601186	Microphthalmia, Syndromic 9	OMIM:607932	Microphthalmia, Syndromic 6
MICROPHTHALMIA, ISOLATED 3	OMIM:610092	Microphthalmia, Isolated, With Coloboma 3	OMIM:611038	Microphthalmia, Isolated 3	MESH:C564452	Microphthalmia, Isolated, with Cataract 3
MICROCORNEA, MYOPIC CHORIORETINAL ATROPHY, AND TELECANTHUS
MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY	OMIM:613402	Microcephaly, Seizures, and Developmental Delay	Orphanet:228418	Microcephaly - seizures - developmental delay	HP:0006834	Developmental stagnation at onset of seizures
MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY	OMIM:615760	Microcephaly, Progressive, With Seizures and Cerebral and Cerebellar Atrophy
MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3	OMIM:616335	Microcephaly and Chorioretinopathy, Autosomal Recessive, 3	OMIM:251270	Microcephaly and Chorioretinopathy, Autosomal Recessive, 1	OMIM:616171	Microcephaly and Chorioretinopathy, Autosomal Recessive, 2
MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE	OMIM:608393	Microcephaly 6, Primary, Autosomal Recessive	MESH:C564247	Microcephaly 6, Primary, Autosomal Recessive	OMIM:251200	Microcephaly 1, Primary, Autosomal Recessive
METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE	OMIM:614857	Methylmalonic Aciduria and Homocystinuria, Cblj Type	OMIM:277410	methylmalonic aciduria and homocystinuria type cblD	OMIM:277400	methylmalonic aciduria and homocystinuria type cblC
METAPHYSEAL CHONDRODYSPLASIA, MURK JANSEN TYPE	OMIM:250400	Metaphyseal chondrodysplasia, Spahr type	OMIM:250230	Metaphyseal chondrodysplasia, Kaitila type	OMIM:250300	Metaphyseal Chondrodysplasia, Pena Type
METABOLIC SYNDROME, SUSCEPTIBILITY TO	OMIM:235400	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 1	OMIM:102300	Restless Legs Syndrome, Susceptibility To, 1	OMIM:614163	Delayed Sleep Phase Syndrome, Susceptibility to
MEPHENYTOIN, POOR METABOLISM OF	OMIM:609535	Drug Metabolism, Poor, Cyp2C19-Related	OMIM:608902	Drug Metabolism, Poor, Cyp2D6-Related	OMIM:614546	Efavirenz, Poor Metabolism of
MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE	OMIM:300799	Mental Retardation, X-Linked, Syndromic, Raymond Type	OMIM:300354	Mental Retardation, X-Linked, Syndromic, Cabezas Type	OMIM:300699	Mental Retardation, X-Linked, Syndromic, Wu Type
MENTAL RETARDATION, X-LINKED, SYNDROMIC 14	OMIM:300676	Mental Retardation, X-Linked, Syndromic 14	MESH:C567063	Mental Retardation, X-Linked, Syndromic 14	OMIM:300354	Mental Retardation, X-Linked, Syndromic, Cabezas Type
MENTAL RETARDATION, X-LINKED 96	OMIM:300802	Mental Retardation, X-Linked 96	OMIM:300419	Mental Retardation, X-Linked, With or Without Seizures, Arx-Related	OMIM:300354	Mental Retardation, X-Linked, Syndromic, Cabezas Type
MENTAL RETARDATION, X-LINKED 41	OMIM:300849	Mental Retardation, X-Linked 41	OMIM:615637	Mental Retardation, Autosomal Recessive 41	OMIM:300419	Mental Retardation, X-Linked, With or Without Seizures, Arx-Related
MENTAL RETARDATION, X-LINKED 21	OMIM:300143	Mental Retardation, X-Linked 21	MESH:C563148	Mental Retardation, X-Linked 21	OMIM:615502	Mental Retardation, Autosomal Dominant 21
MENTAL RETARDATION, X-LINKED 12	OMIM:309545	Mental Retardation, X-Linked, Syndromic 12	OMIM:300957	Mental Retardation, X-Linked 12; MRX12	OMIM:611090	Mental Retardation, Autosomal Recessive 12
MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46	OMIM:616116	Mental Retardation, Autosomal Recessive 46	OMIM:607417	Mental Retardation, Autosomal Recessive 2	OMIM:611095	Mental Retardation, Autosomal Recessive 9
MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13	OMIM:613192	Mental Retardation, Autosomal Recessive 13	MESH:C567714	Mental Retardation, Autosomal Recessive 13	OMIM:614563	Mental Retardation, Autosomal Dominant 13
MENTAL RETARDATION, AUTOSOMAL DOMINANT 24	OMIM:615828	Mental Retardation, Autosomal Dominant 24	OMIM:614345	Mental Retardation, Autosomal Recessive 24	OMIM:613443	Mental Retardation, Autosomal Dominant 20
MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	OMIM:615075	Mental Retardation, Autosomal Dominant 19	OMIM:614343	Mental Retardation, Autosomal Recessive 19	OMIM:613443	Mental Retardation, Autosomal Dominant 20
MEND SYNDROME	OMIM:300960	Mend Syndrome; MEND	Orphanet:401973	MEND syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
Megalencephalic leukoencephalopathy with subcortical cysts 1	OMIM:604004	Megalencephalic Leukoencephalopathy With Subcortical Cysts 1	MESH:C536141	Megalencephalic Leukoencephalopathy With Subcortical Cysts 1	OMIM:613926	Megalencephalic Leukoencephalopathy With Subcortical Cysts 2B, Remitting, With or Without Mental Retardation
Meckel syndrome type 5	OMIM:611561	Meckel Syndrome, Type 5	MESH:C566915	Meckel Syndrome, Type 5	OMIM:249000	Meckel Syndrome, Type 1
MECKEL SYNDROME, TYPE 4	OMIM:611134	Meckel Syndrome, Type 4	MESH:C567003	Meckel Syndrome, Type 4	OMIM:249000	Meckel Syndrome, Type 1
MASA SYNDROME	OMIM:303350	Masa Syndrome	DOID:0060246	MASA syndrome	MESH:C536029	MASA (Mental Retardation, Aphasia, Shuffling Gait, Adducted Thumbs) Syndrome
MAPLE SYRUP URINE DISEASE, INTERMEDIATE, TYPE II	Orphanet:268162	Intermediate maple syrup urine disease	OMIM:248600	Maple Syrup Urine Disease	OMIM:615135	Maple Syrup Urine Disease, Mild Variant
Maple Syrup Urine Disease	OMIM:248600	Maple Syrup Urine Disease	OMIM:615135	Maple Syrup Urine Disease, Mild Variant	OMIM:246900	maple syrup urine disease
MANITOBA OCULOTRICHOANAL SYNDROME	OMIM:248450	Manitoba Oculotrichoanal Syndrome	MESH:C536022	Manitoba Oculotrichoanal Syndrome	Orphanet:2717	Oculotrichoanal syndrome
Mandibulofacial dysostosis, Guion-Almeida type	OMIM:604830	Mandibulofacial Dysostosis Syndrome, Bauru Type	MESH:C565744	Mandibulofacial Dysostosis Syndrome, Bauru Type	OMIM:248400	Mandibulofacial Dysostosis With Mental Deficiency
MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY, ATYPICAL	OMIM:248370	Mandibuloacral dysplasia with type A lipodystrophy	OMIM:608612	Mandibuloacral dysplasia with type B lipodystrophy	MESH:C535705	Mandibuloacral dysplasia with type A lipodystrophy
MACULAR DYSTROPHY, VITELLIFORM, 4	OMIM:616151	Macular Dystrophy, Vitelliform, 4	OMIM:153700	Macular Dystrophy, Vitelliform, 2	OMIM:608161	Macular Dystrophy, Vitelliform, 3
MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO	OMIM:153800	Macular Degeneration, Age-Related, 2	MESH:C562479	Macular Degeneration, Age-Related, 2	OMIM:610149	Macular Degeneration, Age-Related, 7
MACULAR DEGENERATION, AGE-RELATED, 14, REDUCED RISK OF	OMIM:615489	Macular Degeneration, Age-Related, 14	OMIM:610149	Macular Degeneration, Age-Related, 7	OMIM:153800	Macular Degeneration, Age-Related, 2
MACULAR CORNEAL DYSTROPHY, TYPE II	MESH:C563270	Macular Corneal Dystrophy, Type II	OMIM:607541	granular corneal dystrophy type II	DOID:0060444	granular corneal dystrophy type II
MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME	OMIM:614192	Macrocephaly, Macrosomia, and Facial Dysmorphism Syndrome
Macrocephaly/autism syndrome
macrocephaly	OMIM:600302	Fryns Macrocephaly	OMIM:607131	Macrocephaly With Multiple Epiphyseal Dysplasia and Distinctive Facies	OMIM:606369	Macrocephaly and Epileptic Encephalopathy
LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 2	OMIM:300635	Lymphoproliferative Syndrome, X-Linked, 2	MESH:C564469	Lymphoproliferative Syndrome, X-Linked, 2	OMIM:308240	Lymphoproliferative Syndrome, X-Linked, 1
LUTEINIZING HORMONE RESISTANCE, FEMALE	MP:0002773	decreased circulating luteinizing hormone level	MP:0005132	decreased luteinizing hormone level	OMIM:202150	Adrenal Hypoplasia, Congenital, With Absent Pituitary Luteinizing Hormone
LOWE OCULOCEREBRORENAL SYNDROME	OMIM:309000	oculocerebrorenal syndrome	DOID:1056	oculocerebrorenal syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 1	OMIM:605028	Low Density Lipoprotein Cholesterol, Mild Elevation of	OMIM:611384	Plasmodium Falciparum Fever Episodes Quantitative Trait Locus 1	OMIM:605572	Abdominal Obesity-Metabolic Syndrome Quantitative Trait Locus 2
Long QT syndrome, drug-associated	OMIM:613688	Long Qt Syndrome 2	OMIM:603830	Long Qt Syndrome 3	OMIM:613695	Long Qt Syndrome 5
Long QT syndrome 1	OMIM:192500	Long Qt Syndrome 1	MESH:D029597	Long Qt Syndrome 1	OMIM:613688	Long Qt Syndrome 2
Loeys-Dietz syndrome, type 2	OMIM:610168	Loeys-Dietz Syndrome 2	MESH:C537783	Loeys-Dietz Syndrome 2	MESH:C567156	Loeys-Dietz Syndrome, Type 2A
LOEYS-DIETZ SYNDROME 4	OMIM:614816	Loeys-Dietz Syndrome 4	OMIM:609192	Loeys-Dietz Syndrome 1	OMIM:615582	Loeys-Dietz Syndrome 5
LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO	OMIM:608709	Partial acquired lipodystrophy	OMIM:613913	Lipodystrophy, Partial, Acquired, With Low Complement Component C3, With or Without Glomerulonephritis	MESH:C562448	Partial acquired lipodystrophy
LI-FRAUMENI SYNDROME 2	OMIM:609265	Li-Fraumeni Syndrome 2	MESH:C563755	Li-Fraumeni Syndrome 2	DOID:3012	Li-Fraumeni syndrome
LEUKOENCEPHALOPATHY WITH ATAXIA	OMIM:611390	Autosomal recessive spastic ataxia with leukoencephalopathy	OMIM:615651	Leukoencephalopathy With Ataxia	Orphanet:363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema
LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE	OMIM:615889	Leukoencephalopathy, Progressive, With Ovarian Failure	HP:0006980	Progressive leukoencephalopathy	OMIM:612964	Premature Ovarian Failure 7
LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH HYPODONTIA AND HYPOGONADOTROPIC HYPOGONADISM	Orphanet:88637	Hypomyelination - hypogonadotropic hypogonadism - hypodontia
LEUKODYSTROPHY, HYPOMYELINATING, 5	OMIM:610532	Leukodystrophy, Hypomyelinating, 5	MESH:C567166	Leukodystrophy, Hypomyelinating, 5	OMIM:612438	Leukodystrophy, Hypomyelinating, 6
LEUKEMIA, PHILADELPHIA CHROMOSOME-POSITIVE, RESISTANT TO IMATINIB	Orphanet:1527	Craniosynostosis, Philadelphia type	MESH:D010677	Philadelphia Chromosome	MESH:C563514	Hypertension Resistant to Conventional Therapy
Legius Syndrome	OMIM:611431	Legius syndrome	MESH:C548032	Legius syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
LEBER CONGENITAL AMAUROSIS 7	OMIM:613829	Leber Congenital Amaurosis 7	OMIA:001222-9615	Leber congenital amaurosis (congenital stationary night blindness) in dog	OMIA:001222	Leber congenital amaurosis (congenital stationary night blindness)
Leber congenital amaurosis 6	OMIM:613826	Leber Congenital Amaurosis 6	MESH:C565327	Leber Congenital Amaurosis 6	OMIA:001222-9615	Leber congenital amaurosis (congenital stationary night blindness) in dog
LEBER CONGENITAL AMAUROSIS 5	OMIM:604537	Leber Congenital Amaurosis 5	MESH:C536602	Leber Congenital Amaurosis 5	OMIA:001222-9615	Leber congenital amaurosis (congenital stationary night blindness) in dog
LEBER CONGENITAL AMAUROSIS 17	OMIM:615360	Leber Congenital Amaurosis 17	OMIA:001222-9615	Leber congenital amaurosis (congenital stationary night blindness) in dog	OMIA:001222	Leber congenital amaurosis (congenital stationary night blindness)
LCHAD DEFICIENCY	OMIM:609016	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	OMIM:611126	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency	Orphanet:308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
Latent Tuberculosis	MESH:D055985	Latent Tuberculosis	DOID:9861	miliary tuberculosis	DOID:7332	esophageal tuberculosis
LARSEN SYNDROME	OMIM:150250	Larsen syndrome	Orphanet:503	Autosomal dominant Larsen syndrome	MESH:C537874	Larsen syndrome, recessive type
LAING DISTAL MYOPATHY	Orphanet:59135	Laing early-onset distal myopathy	OMIM:160500	Myopathy, Distal, 1	Orphanet:98912	Late-onset distal myopathy, Markesbery-Griggs type
LACTATE DEHYDROGENASE B DEFICIENCY	OMIM:614128	Lactate Dehydrogenase B Deficiency	MESH:C563641	Lactate Dehydrogenase B Deficiency	HP:0045041	Lactate dehydrogenase B deficiency
KOOLEN-DE VRIES SYNDROME	OMIM:610443	Koolen-De Vries Syndrome	Orphanet:363965	Koolen-De Vries syndrome due to a point mutation	DOID:0050880	Koolen de Vries syndrome
