disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
OMIM:152700	Systemic Lupus Erythematosus	MGI:1889411	Tnfrsf13b	Mouse	62	11	1	13	11	36	true
OMIM:177000	erythropoietic protoporphyria	MGI:1347061	Abcg2	Mouse	48	11	1	27	6	28	false
OMIM:613807	Ciliary dyskinesia, primary, 14	MGI:1289263	Ccdc39	Mouse	56	11	3	11	1	31	true
OMIM:153640	Fechtner Syndrome	MGI:107717	Myh9	Mouse	51	11	4	13	1	63	true
OMIM:603813	Hypercholesterolemia, Autosomal Recessive	MGI:2140175	Ldlrap1	Mouse	58	11	2	4	1	4	true
OMIM:261600	Phenylketonuria	MGI:1856903	hph1	Mouse	49	11	1	163	12	20	false
OMIM:614286	Myelodysplastic Syndrome	MGI:1196389	Polg	Mouse	54	11	1	329	56	59	false
OMIM:173100	Isolated growth hormone deficiency type II	MGI:95707	Gh	Mouse	47	11	2	3	1	18	true
OMIM:310200	Muscular Dystrophy, Duchenne Type	MGI:109617	Barx2	Mouse	53	11	2	79	9	35	false
OMIM:118450	Alagille syndrome due to 20p12 microdeletion	MGI:1095416	Jag1	Mouse	52	11	5	46	2	117	false
OMIM:261600	Phenylketonuria	MGI:98504	Hnf1a	Mouse	49	11	1	163	12	47	false
OMIM:256000	Leigh syndrome	MGI:98352	Sod2	Mouse	54	11	1	31	45	126	false
OMIM:306955	Heterotaxy, Visceral, 1, X-Linked	MGI:1100864	Dnah11	Mouse	75	11	1	7	1	70	false
OMIM:211900	Familial tumoral calcinosis	MGI:894695	Galnt3	Mouse	44	11	2	12	3	28	true
DOID:0050588	muscular dystrophy-dystroglycanopathy	ZFIN:ZDB-GENE-021223-1	dag1	Zebrafish	43	11	1	650	77	65	false
OMIM:267500	Reticular dysgenesis	ZFIN:ZDB-GENE-030131-512	ak2	Zebrafish	34	11	2	22	1	6	true
OMIM:223800	Dyggve-Melchior-Clausen syndrome	MGI:1918480	Dym	Mouse	52	11	1	86	1	23	false
OMIM:180200	retinoblastoma	MGI:97874	Rb1	Mouse	54	11	3	109	4	163	false
OMIM:612337	Distal monosomy 1q	MGI:1353609	Zbtb18	Mouse	56	11	1	16	1	30	true
OMIM:209850	Autism	MGI:109198	Eif4ebp2	Mouse	44	11	1	12	5	14	true
DOID:0050793	short QT syndrome	ZFIN:ZDB-GENE-040702-5	kcnh6a	Zebrafish	43	11	1	11	7	41	false
OMIM:226670	Epidermolysis bullosa simplex with muscular dystrophy	MGI:1277961	Plec	Mouse	48	11	2	24	1	48	false
OMIM:260450	Pancreatic Insufficiency, Combined Exocrine	MGI:1915181	Serpini2	Mouse	47	11	1	5	0	21	true
OMIM:231000	Gaucher Disease, Type 3	MGI:97783	Psap	Mouse	50	11	1	44	1	126	true
OMIM:604841	Stickler syndrome, type 2	MGI:88446	Col11a1	Mouse	54	11	1	19	1	33	true
OMIM:300009	Dent disease type 1	MGI:99486	Clcn5	Mouse	53	11	2	109	8	19	false
OMIM:106600	Tooth Agenesis, Selective, 1	MGI:97168	Msx1	Mouse	64	11	3	1	2	49	true
OMIM:267450	newborn respiratory distress syndrome	MGI:104719	Ndst1	Mouse	52	11	2	194	3	67	false
OMIM:614226	Holoprosencephaly 11	MGI:1926387	Cdon	Mouse	66	11	8	6	1	34	true
OMIM:303350	Masa Syndrome	MGI:96721	L1cam	Mouse	50	11	1	24	1	53	true
OMIM:613251	Familial hypertrophic cardiomyopathy 14	MGI:97255	Myh6	Mouse	58	11	4	1	1	36	true
OMIM:277300	Spondylocostal dysostosis 1	MGI:102539	Tbx6	Mouse	57	11	1	9	2	40	true
OMIM:260400	Shwachman-Diamond syndrome	MGI:1915181	Serpini2	Mouse	50	11	1	46	1	21	true
OMIM:128100	Dystonia 1, Torsion, Autosomal Dominant	MGI:1353568	Tor1a	Mouse	46	11	4	12	1	53	true
OMIM:167200	Pachyonychia Congenita 1	MGI:96690	Krt16	Mouse	46	11	1	4	2	13	true
OMIM:275900	Troyer syndrome	MGI:2139806	Spg20	Mouse	44	11	1	30	1	20	true
OMIM:260500	Choroid plexus papilloma	MGI:1328366	Smarcb1	Mouse	51	11	1	33	1	50	true
OMIM:178600	Primary pulmonary hypertension	MGI:98933	Vip	Mouse	45	11	1	13	3	16	true
OMIM:601493	Cardiomyopathy, Dilated, 1C, With or Without Left Ventricular Noncompaction	MGI:97272	Myl2	Mouse	75	11	1	5	1	20	true
OMIM:605355	Nemaline myopathy 5	MGI:1333868	Tnnt1	Mouse	45	11	1	14	1	11	true
OMIM:121200	Seizures, Benign Familial Neonatal, 1	MGI:1309503	Kcnq2	Mouse	46	11	5	6	1	20	true
OMIM:125853	type 2 diabetes mellitus	MGI:102851	Pdx1	Mouse	58	11	2	473	168	61	false
OMIM:248600	Maple Syrup Urine Disease	MGI:105386	Dbt	Mouse	46	11	3	17	13	7	false
OMIM:214800	CHARGE association	ZFIN:ZDB-GENE-070912-179	chd7	Zebrafish	49	11	2	164	2	84	true
OMIM:603553	Hemophagocytic lymphohistiocytosis, familial, 2	MGI:97551	Prf1	Mouse	54	11	1	32	1	79	true
OMIM:606324	Parkinson disease 7	MGI:2135637	Park7	Mouse	48	11	4	7	1	29	true
OMIM:125853	type 2 diabetes mellitus	MGI:96573	Ins2	Mouse	58	11	1	473	168	86	false
OMIM:200500	acheiropody	MGI:1861746	Lmbr1	Mouse	52	11	1	21	1	5	true
OMIM:203300	Hermansky-Pudlak Syndrome 1	MGI:1861441	Rab27a	Mouse	51	11	1	19	7	38	true
OMIM:270150	Sjogren's syndrome	MGI:1857881	plt	Mouse	63	11	1	183	0	60	true
OMIM:180849	Rubinstein-Taybi Syndrome 1	MGI:1098280	Crebbp	Mouse	53	11	4	115	2	138	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:99255	Fasl	Mouse	62	11	1	13	11	83	true
DOID:5230	hepatoerythropoietic porphyria	ZFIN:ZDB-GENE-000208-18	urod	Zebrafish	42	12	1	76	9	8	false
OMIM:613488	myxoid liposarcoma	MGI:98834	Trp53	Mouse	45	12	1	21	2	271	true
OMIM:188400	DiGeorge syndrome	MGI:104719	Ndst1	Mouse	56	12	1	236	12	67	false
OMIM:180500	Axenfeld-Rieger Syndrome, Type 1	MGI:109340	Pitx2	Mouse	52	12	6	21	3	140	true
OMIM:155600	CMM1	MGI:1341870	Stk11	Mouse	29	12	1	6	4	131	true
OMIM:614496	Pseudohypoaldosteronism type 2E	MGI:1347360	Cul3	Mouse	62	12	1	5	1	26	true
DOID:1926	Gaucher's disease	ZFIN:ZDB-GENE-100922-270	gba	Zebrafish	39	12	1	334	12	26	false
OMIM:130000	Ehlers-Danlos syndrome, classic type	MGI:109347	Lum	Mouse	50	12	2	86	9	28	false
OMIM:125310	cadasil	MGI:97363	Notch1	Mouse	49	12	1	99	4	109	false
OMIM:253220	Mucopolysaccharidosis, Type 7	MGI:95872	Gusb	Mouse	52	12	8	107	3	37	false
OMIM:267750	Knobloch syndrome	MGI:88451	Col18a1	Mouse	57	12	1	36	1	36	true
OMIM:300215	Lissencephaly 2, X-linked	MGI:1097716	Arx	Mouse	52	12	2	39	1	74	true
OMIM:200150	Choreoacanthocytosis	MGI:2444304	Vps13a	Mouse	48	12	1	64	1	16	true
OMIM:236750	Non-immune hydrops fetalis	MGI:108058	Adm	Mouse	58	12	1	12	13	52	false
OMIM:612653	Spherocytosis type 4	MGI:109393	Slc4a1	Mouse	49	12	1	4	1	71	true
OMIM:151400	Leukemia, Chronic Lymphocytic	MGI:96444	Igha	Mouse	47	12	1	2	4	23	true
OMIM:224100	Congenital dyserythropoietic anemia, type II	MGI:104669	Man2a1	Mouse	48	12	1	7	1	25	true
OMIM:114500	Carcinoma of colon	MGI:1858203	Rab25	Mouse	45	12	1	5	33	3	true
OMIM:248250	Primary hypomagnesemia	MGI:2148742	Cldn16	Mouse	57	12	1	25	2	9	false
OMIM:601954	Muscular Dystrophy, Limb-Girdle, Type 2G	MGI:1330233	Tcap	Mouse	44	12	1	15	1	12	true
OMIM:607823	Hypotrichosis-lymphedema-telangiectasia syndrome	MGI:103559	Sox18	Mouse	47	12	1	22	1	44	true
OMIM:155600	CMM1	MGI:97376	Nras	Mouse	29	12	1	6	4	38	true
OMIM:277440	Vitamin D-Dependent Rickets, Type 2A	MGI:103076	Vdr	Mouse	51	12	4	40	1	142	true
OMIM:606068	Retinitis Pigmentosa 28	MGI:1921123	Fam161a	Mouse	49	12	1	5	1	21	true
OMIM:208500	asphyxiating thoracic dystrophy	MGI:2146906	Ift140	Mouse	54	12	1	177	18	67	false
OMIM:612347	Jervell and Lange-Nielsen syndrome 2	MGI:96673	Kcne1	Mouse	66	12	2	3	1	63	true
OMIM:609057	Nephropathy with pretibial epidermolysis bullosa and deafness	MGI:1096360	Cd151	Mouse	42	12	1	8	1	43	true
OMIM:153650	Epstein syndrome	MGI:107717	Myh9	Mouse	50	12	4	12	1	63	true
OMIM:600132	Retinitis Pigmentosa 14	MGI:109571	Tulp1	Mouse	70	12	1	1	1	22	true
OMIM:251260	Microcephaly, normal intelligence and immunodeficiency	MGI:1351625	Nbn	Mouse	52	12	7	72	1	72	false
OMIM:178600	Primary pulmonary hypertension	MGI:99402	Adora2a	Mouse	44	12	1	13	3	27	true
OMIM:300491	Epilepsy, X-linked, with variable learning disabilities and behavior disorders	MGI:98460	Syn1	Mouse	50	12	1	6	1	16	true
OMIM:301050	X-linked Alport syndrome	MGI:88456	Col4a5	Mouse	47	12	2	16	1	35	true
OMIM:614076	Hermansky-Pudlak syndrome 7	MGI:2137586	Dtnbp1	Mouse	71	12	1	8	1	31	true
OMIM:270150	Sjogren's syndrome	MGI:96398	Id3	Mouse	62	12	2	183	0	24	true
OMIM:100800	Achondroplasia	MGI:97800	Pthlh	Mouse	53	12	1	552	10	101	false
OMIM:117000	Central Core Disease of Muscle	MGI:99659	Ryr1	Mouse	43	12	3	14	1	86	true
OMIM:254800	Unverricht-Lundborg syndrome	MGI:109514	Cstb	Mouse	48	12	1	20	5	17	false
OMIM:615451	Primary ciliary dyskinesia 23	MGI:107718	Dnah5	Mouse	58	12	1	8	1	74	true
OMIM:613225	Factor xiii, a subunit, deficiency of	MGI:1921395	F13a1	Mouse	46	12	2	6	1	12	true
OMIM:607450	Arrhythmogenic right ventricular cardiomyopathy, type 8	MGI:109611	Dsp	Mouse	59	12	1	6	1	55	true
OMIM:613345	Hypokalemic periodic paralysis, type 2	MGI:98250	Scn4a	Mouse	41	12	1	4	1	34	true
OMIM:165720	Osteoarthritis susceptibility 1	MGI:95688	Gdf5	Mouse	48	12	1	2	1	48	true
OMIM:607155	Limb-girdle muscular dystrophy-dystroglycanopathy, type C5	MGI:2447586	Fkrp	Mouse	46	12	3	25	1	45	true
OMIM:607432	Lissencephaly 1	MGI:109520	Pafah1b1	Mouse	56	12	5	13	2	34	false
OMIM:154780	Marshall Syndrome	MGI:88446	Col11a1	Mouse	49	12	1	50	1	33	true
OMIM:530000	Kearns-Sayre Syndrome	MGI:107810	Tfam	Mouse	51	12	2	74	5	60	false
OMIM:614160	Muscle Hypertrophy	MGI:95691	Mstn	Mouse	56	12	2	1	2	54	true
OMIM:612095	Retinitis Pigmentosa 41	MGI:1100886	Prom1	Mouse	53	12	2	4	1	23	true
OMIM:119800	clubfoot	MGI:97902	Ret	Mouse	48	12	1	66	2	124	false
OMIM:167210	Pachyonychia congenita type 2	MGI:96691	Krt17	Mouse	49	12	1	11	2	11	true
OMIM:154700	Marfan Syndrome	MGI:1918961	Mus81	Mouse	55	12	1	152	3	42	false
OMIM:608233	Hermansky-Pudlak syndrome with neutropenia	MGI:1333879	Ap3b1	Mouse	47	12	4	30	1	49	true
OMIM:603165	Dermatitis, Atopic	MGI:1891009	Noa	Mouse	42	12	1	15	1	32	true
OMIM:203300	Hermansky-Pudlak Syndrome 1	MGI:1333879	Ap3b1	Mouse	50	12	1	19	7	49	true
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:2135272	Vangl2	Mouse	42	12	4	7	5	141	true
OMIM:251000	Vitamin B12-unresponsive methylmalonic acidemia type mut-	MGI:97239	Mut	Mouse	56	12	5	43	2	30	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:5437061	b2b1146Clo	Mouse	45	12	1	6	1	24	true
OMIM:605432	Radioulnar Synostosis With Amegakaryocytic Thrombocytopenia	MGI:96172	Hoxa11	Mouse	47	12	1	20	1	36	true
OMIM:268000	Retinitis Pigmentosa	MGI:97525	Pde6b	Mouse	55	12	1	3	41	36	true
OMIM:602541	Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect	MGI:1328313	Chkb	Mouse	52	12	1	15	2	16	true
OMIM:194200	Wolff-Parkinson-White Syndrome	MGI:1338938	Bmpr1a	Mouse	52	13	1	49	1	106	false
OMIM:603278	Focal Segmental Glomerulosclerosis 1	MGI:1890773	Actn4	Mouse	69	13	1	5	1	29	true
OMIM:103900	Glucocorticoid-Remediable Aldosteronism	MGI:1100509	Kcnk3	Mouse	56	13	2	6	2	4	true
OMIM:254450	Myelofibrosis	MGI:1337080	Ncor2	Mouse	63	13	1	53	11	59	false
OMIM:180300	Rheumatoid Arthritis	MGI:104798	Tnf	Mouse	73	13	3	6	10	180	true
OMIM:211980	Lung Cancer	MGI:103557	Xpc	Mouse	38	13	2	1	16	11	true
OMIM:600224	spinocerebellar ataxia type 5	MGI:1313261	Sptbn2	Mouse	45	13	2	15	1	16	true
OMIM:165720	Osteoarthritis susceptibility 1	MGI:1201674	Smad3	Mouse	47	13	1	2	1	79	true
OMIM:275630	Chanarin-Dorfman Syndrome	MGI:1914719	Abhd5	Mouse	52	13	1	55	4	56	false
OMIM:310600	Atrophia bulborum hereditaria	MGI:108520	Fzd4	Mouse	56	13	1	61	1	51	true
OMIM:611804	Elliptocytosis 1	MGI:95401	Epb41	Mouse	52	13	1	2	1	19	true
OMIM:179010	Pyloric stenosis, infantile hypertrophic 1	MGI:97360	Nos1	Mouse	43	13	1	4	1	111	false
OMIM:201710	Cholesterol monooxygenase (side-chain cleaving) deficiency	MGI:102760	Star	Mouse	45	13	1	4	2	26	true
OMIM:188570	Thyroid hormone resistance, generalized, autosomal dominant	MGI:98743	Thrb	Mouse	61	13	6	5	1	106	true
OMIM:118400	Cherubism	MGI:1346349	Sh3bp2	Mouse	49	13	2	75	1	64	false
OMIM:312600	Retinitis pigmentosa 2	MGI:1277953	Rp2	Mouse	57	13	2	6	2	6	true
OMIM:252900	Sanfilippo syndrome type A	MGI:1350341	Sgsh	Mouse	46	13	1	21	2	19	true
OMIM:602093	Cone dystrophy 3	MGI:102770	Guca1a	Mouse	46	13	2	2	1	10	true
OMIM:115197	Cardiomyopathy, Familial Hypertrophic, 4	MGI:102844	Mybpc3	Mouse	56	13	4	1	2	35	true
OMIM:104500	Amelogenesis Imperfecta, Type 1B	MGI:1333772	Enam	Mouse	53	13	6	1	1	34	false
OMIM:600512	Epilepsy, Familial Temporal Lobe, 1	MGI:1861691	Lgi1	Mouse	41	13	3	4	2	24	true
OMIM:177650	exfoliation syndrome	MGI:107448	Lyst	Mouse	46	13	1	33	3	91	true
OMIM:192350	VATER association	MGI:2442827	Tbc1d32	Mouse	61	13	1	87	6	43	false
OMIM:312920	Spastic Paraplegia 2, X-Linked	MGI:97623	Plp1	Mouse	52	13	1	28	1	49	true
DOID:1793	pancreatic cancer	ZFIN:ZDB-GENE-030616-579	ptf1a	Zebrafish	40	13	1	417	111	12	false
OMIM:612319	Spastic Paraplegia 35, Autosomal Recessive	MGI:2443327	Fa2h	Mouse	47	13	1	24	1	33	true
OMIM:204100	Leber congenital amaurosis 2	MGI:98001	Rpe65	Mouse	44	13	4	11	1	34	true
OMIM:220290	Deafness, autosomal recessive 1A	MGI:107588	Gjb6	Mouse	73	13	2	2	4	28	true
OMIM:166950	Teratoma, Ovarian	MGI:1890081	Foxo3	Mouse	43	13	1	1	0	57	true
OMIM:300376	Becker muscular dystrophy	MGI:94909	Dmd	Mouse	47	13	1	11	1	111	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:5491160	b2b2059Clo	Mouse	44	13	1	6	1	36	true
OMIM:203200	Albinism, Oculocutaneous, Type 2	MGI:97454	Oca2	Mouse	49	13	1	16	2	78	true
OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	MGI:102674	Umod	Mouse	69	13	1	4	1	70	true
OMIM:613152	Congenital muscular dystrophy-dystroglycanopathy without mental retardation, type B4	MGI:2179507	Fktn	Mouse	51	13	1	4	1	34	true
OMIM:611561	Meckel Syndrome, Type 5	MGI:1920563	Rpgrip1l	Mouse	57	13	1	10	1	42	true
OMIM:238600	Hyperlipoproteinemia, type I	MGI:96820	Lpl	Mouse	49	13	4	28	2	37	false
OMIM:206500	Anencephaly	MGI:107444	Efna5	Mouse	51	13	1	66	6	17	false
OMIM:615896	Hypotrichosis 13	MGI:1861586	Krt71	Mouse	60	13	1	2	1	17	true
OMIM:188400	DiGeorge syndrome	MGI:2154244	Plxnd1	Mouse	55	13	1	236	12	56	false
OMIM:119600	Cleidocranial dysostosis	MGI:1861187	Ccd	Mouse	55	13	2	199	3	50	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:97603	Pkd1	Mouse	44	13	22	6	1	155	true
OMIM:610297	Parkinson Disease 13, Autosomal Dominant, Susceptibility to	MGI:1928676	Htra2	Mouse	46	13	3	4	1	65	true
OMIM:277300	Spondylocostal dysostosis 1	MGI:1096877	Dll3	Mouse	55	13	1	9	2	54	true
OMIM:607921	Retinitis Pigmentosa 30	MGI:2443337	Fscn2	Mouse	55	13	2	7	1	14	true
OMIM:232200	Glycogen storage disease type 1A	MGI:95607	G6pc	Mouse	56	13	3	24	1	31	true
OMIM:613205	Congenital muscular dystrophy due to LMNA mutation	MGI:96794	Lmna	Mouse	52	13	1	31	1	208	true
OMIM:607832	Focal Segmental Glomerulosclerosis 3, Susceptibility to	MGI:1330281	Cd2ap	Mouse	69	13	1	5	1	19	true
OMIM:610168	Loeys-Dietz Syndrome 2	MGI:98729	Tgfbr2	Mouse	58	14	1	41	1	140	true
DOID:12377	spinal muscular atrophy	ZFIN:ZDB-GENE-030131-4013	olig2	Zebrafish	41	14	1	478	35	33	false
OMIM:613065	ALL	MGI:1342540	Ikzf1	Mouse	53	14	1	1	8	106	true
OMIM:269250	schneckenbecken dysplasia	MGI:2140361	Slc35d1	Mouse	55	14	1	31	2	13	true
OMIM:217095	Conotruncal Heart Malformations	MGI:1101357	Ece1	Mouse	57	14	2	35	9	47	false
OMIM:300500	X-linked recessive ocular albinism	MGI:107193	Gpr143	Mouse	48	14	1	14	1	7	true
OMIM:601287	Muscular Dystrophy, Limb-Girdle, Type 2F	MGI:1346525	Sgcd	Mouse	48	14	2	5	1	19	true
OMIM:226650	Adult junctional epidermolysis bullosa	MGI:99915	Lamb3	Mouse	46	14	1	22	12	13	false
OMIM:602722	Renal tubular acidosis, distal, autosomal recessive	MGI:109393	Slc4a1	Mouse	54	14	1	7	2	71	true
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:1927580	Bloc1s6	Mouse	54	14	1	3	0	37	true
OMIM:176807	Malignant tumor of prostate	MGI:97166	Msmb	Mouse	37	14	1	1	18	5	true
OMIM:108800	ASD1	MGI:4821826	avc2	Mouse	71	14	1	1	0	6	true
OMIM:112500	Brachydactyly, Type A1	MGI:96533	Ihh	Mouse	43	14	1	37	5	67	false
OMIM:300029	Retinitis pigmentosa 15	MGI:1344037	Rpgr	Mouse	53	14	2	2	1	15	true
OMIM:610489	Pigmented nodular adrenocortical disease, primary, 1	MGI:104878	Prkar1a	Mouse	47	14	1	20	1	61	true
OMIM:257220	Niemann-Pick Disease, Type C1	MGI:88059	App	Mouse	42	14	1	26	1	51	true
OMIM:253280	Muscle eye brain disease	MGI:1915523	Pomgnt1	Mouse	46	14	2	46	1	36	true
DOID:9649	congenital nystagmus	ZFIN:ZDB-GENE-051220-1	lhx2b	Zebrafish	37	14	2	104	6	41	false
OMIM:600674	Microtia-Anotia	MGI:1344375	Prkra	Mouse	51	14	1	3	0	24	true
OMIM:612998	Emery-Dreifuss muscular dystrophy 4, autosomal dominant	MGI:1927152	Syne1	Mouse	40	14	1	6	1	28	true
OMIM:611528	Arrhythmogenic Right Ventricular Dysplasia, Familial, 12	MGI:1917115	A1cf	Mouse	50	14	1	3	1	5	true
OMIM:270970	Spherocytosis type 3	MGI:98385	Spta1	Mouse	63	14	5	2	1	104	true
OMIM:203780	Alport Syndrome, Autosomal Recessive	MGI:1857300	Mpv17	Mouse	47	14	1	12	2	134	true
OMIM:193500	Waardenburg Syndrome, Type 1	MGI:97487	Pax3	Mouse	56	14	6	35	1	147	true
OMIM:600995	Nephrotic Syndrome, Type 2	MGI:1857300	Mpv17	Mouse	66	14	1	7	4	134	true
OMIM:601414	Retinitis Pigmentosa 18	MGI:1918017	Prpf3	Mouse	45	14	2	5	1	4	true
OMIM:242860	Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome 1	MGI:1261819	Dnmt3b	Mouse	60	14	7	23	1	34	true
OMIM:207800	hyperargininemia	MGI:88070	Arg1	Mouse	50	14	1	36	1	17	true
OMIM:601718	Retinitis Pigmentosa 19	MGI:109424	Abca4	Mouse	48	14	2	9	1	17	true
OMIM:300200	Adrenal Hypoplasia, Congenital	MGI:1352460	Nr0b1	Mouse	52	14	1	14	1	30	true
OMIM:310600	Atrophia bulborum hereditaria	MGI:102570	Ndp	Mouse	55	14	2	61	1	28	true
OMIM:614492	Pseudohypoaldosteronism type 2C	MGI:2442092	Wnk1	Mouse	60	14	1	5	1	45	true
OMIM:154500	Treacher Collins Syndrome 1	MGI:892003	Tcof1	Mouse	47	15	2	25	1	78	true
OMIM:232220	Glycogen Storage Disease Ib	MGI:1316650	Slc37a4	Mouse	55	15	1	24	2	31	true
OMIM:612069	amyotrophic lateral sclerosis type 10	MGI:109160	Mnx1	Mouse	41	15	1	12	1	20	true
OMIM:611884	Ciliary Dyskinesia, Primary, 7	MGI:1100864	Dnah11	Mouse	64	15	8	4	2	70	true
OMIM:178000	Pterygium of Conjunctiva and Cornea	MGI:107899	Cd36	Mouse	53	15	1	3	0	77	true
OMIM:158320	Muir-Torre syndrome	MGI:1277947	Fhit	Mouse	46	15	1	28	3	11	true
OMIM:600669	EIG	MGI:107384	Dnm1	Mouse	47	15	1	4	2	25	true
OMIM:209500	Atrichia With Papular Lesions	MGI:96223	Hr	Mouse	37	15	2	2	1	109	true
OMIM:158810	Bethlem Myopathy 1	ZFIN:ZDB-GENE-070501-6	col6a1	Zebrafish	37	15	1	24	5	50	false
OMIM:157170	Holoprosencephaly 2	MGI:98297	Shh	Mouse	55	15	1	24	1	285	true
OMIM:305600	Focal Dermal Hypoplasia	MGI:1890212	Porcn	Mouse	51	15	8	180	2	61	false
OMIM:181350	Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant	MGI:96794	Lmna	Mouse	44	15	2	18	1	208	true
OMIM:120435	Lynch Syndrome 1	MGI:101816	Msh2	Mouse	48	15	5	1	6	33	true
OMIM:600155	Hirschsprung disease 2	MGI:102720	Ednrb	Mouse	58	15	3	1	1	89	true
OMIM:187600	Thanatophoric dysplasia type 1	MGI:96257	Hspg2	Mouse	55	15	1	53	1	122	true
OMIM:227600	Factor 10 Deficiency	MGI:103107	F10	Mouse	49	15	3	21	1	10	false
OMIM:209850	Autism	MGI:95564	Fmr1	Mouse	40	15	2	12	5	70	true
OMIM:209850	Autism	MGI:1914047	Cntnap2	Mouse	40	15	1	12	5	21	true
OMIM:209850	Autism	MGI:1930016	Shank3	Mouse	40	15	6	12	5	57	true
OMIM:237300	Carbamoyl Phosphate Synthetase 1 Deficiency, Hyperammonemia Due to	MGI:891996	Cps1	Mouse	44	15	1	22	1	2	true
OMIM:215700	Citrullinemia type I	MGI:88090	Ass1	Mouse	49	15	6	19	3	28	false
OMIM:165720	Osteoarthritis susceptibility 1	MGI:1921405	Errfi1	Mouse	45	15	1	2	1	52	true
OMIM:216340	Yunis Varon syndrome	MGI:2143585	Fig4	Mouse	55	15	1	101	1	47	true
OMIM:139393	Guillain-Barre Syndrome, Familial	MGI:101773	Cd86	Mouse	32	15	1	1	2	23	false
OMIM:616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency  MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY	MGI:103581	Musk	Mouse	43	15	3	8	1	27	true
OMIM:613659	Neoplasm of stomach	MGI:88135	Tff1	Mouse	31	15	1	1	11	13	true
OMIM:609192	Loeys-Dietz Syndrome 1	MGI:98728	Tgfbr1	Mouse	58	15	1	36	1	46	true
OMIM:616278	Bile Acid Synthesis Defect, Congenital, 5	MGI:1349216	Abcd3	Mouse	60	15	1	6	1	4	true
OMIM:173900	Polycystic kidney disease, adult type	MGI:1933388	Bicc1	Mouse	42	15	1	6	1	39	true
OMIM:208530	Right Atrial Isomerism	MGI:87912	Acvr2b	Mouse	72	15	1	13	1	32	true
OMIM:114480	Familial cancer of breast	MGI:1096881	Eef1a1	Mouse	56	15	1	1	28	8	true
OMIM:209850	Autism	MGI:1923321	Jakmip1	Mouse	40	15	1	12	5	13	true
OMIM:600105	Retinitis Pigmentosa 12	MGI:2136343	Crb1	Mouse	67	15	1	1	1	18	true
OMIM:142945	Holoprosencephaly 3	MGI:98297	Shh	Mouse	51	16	3	8	1	285	true
OMIM:610688	Joubert Syndrome 6	MGI:1923928	Tmem67	Mouse	46	16	1	18	1	46	true
OMIM:217700	Corneal Endothelial Dystrophy	MGI:2138987	Slc4a11	Mouse	37	16	1	2	1	28	true
OMIM:274600	Pendred's syndrome	MGI:1096329	Foxi1	Mouse	49	16	1	19	4	35	true
OMIM:604229	Peters Anomaly	MGI:2448541	Caprin2	Mouse	57	16	1	17	6	5	false
OMIM:219500	Cystathioninuria	MGI:1339968	Cth	Mouse	39	16	1	1	1	25	true
OMIM:613779	complement component 3 deficiency	MGI:88227	C3	Mouse	53	16	3	11	2	83	false
OMIM:612124	Familial hypertrophic cardiomyopathy 12	MGI:1330824	Csrp3	Mouse	52	16	1	4	1	26	true
OMIM:600334	Tibial muscular dystrophy	MGI:98864	Ttn	Mouse	46	16	1	4	2	88	true
OMIM:105400	Amyotrophic lateral sclerosis type 1	MGI:98351	Sod1	Mouse	52	16	2	11	51	95	true
OMIM:601198	Hypocalcemia, Autosomal Dominant 1	MGI:1351351	Casr	Mouse	62	16	2	14	1	53	true
OMIM:236730	Ochoa syndrome	MGI:2685814	Hpse2	Mouse	51	16	1	20	3	18	false
OMIM:177900	Psoriasis susceptibility 1	MGI:108074	Sptlc2	Mouse	44	16	1	4	3	60	true
OMIM:604229	Peters Anomaly	MGI:97490	Pax6	Mouse	57	16	5	17	6	174	false
OMIM:601371	Cataract, Age-Related Nuclear	MGI:104990	Gclc	Mouse	54	16	1	1	0	29	true
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:1918961	Mus81	Mouse	52	16	1	3	0	42	true
OMIM:211980	Lung Cancer	MGI:1274781	Robo1	Mouse	35	16	1	1	16	40	true
OMIM:268220	alveolar rhabdomyosarcoma	MGI:98834	Trp53	Mouse	52	16	2	13	4	271	false
OMIM:609049	Pierson syndrome	MGI:99916	Lamb2	Mouse	57	17	2	20	1	37	true
OMIM:615274	Cataract 15, Multiple Types	MGI:96990	Mip	Mouse	83	17	7	1	1	11	true
OMIM:142340	Congenital diaphragmatic hernia	MGI:1098239	Kif7	Mouse	60	17	1	1	1	36	true
OMIM:241200	Bartter syndrome, type 2, antenatal	MGI:1194504	Kcnj10	Mouse	54	17	1	47	1	90	true
